Ticket_ID,Department,Issue_Type,Priority,Created_Date,Assigned_Team,Resolution_Time_Hours,SLA_Hours,Status,Workflow_Type
2020,Sales,System Bug,Critical,2025-05-01,DevOps,14,8,Closed,Process
2021,Sales,Workflow Delay,Medium,2025-04-26,DataOps,10,24,Closed,System
2022,Customer Support,Permission Issue,Low,2025-04-10,Analytics Team,30,48,Open,Process
2023,Engineering,Data Error,Critical,2025-01-13,Analytics Team,69,8,Open,Automation
2024,Engineering,Access Issue,Medium,2025-01-21,DataOps,14,24,Closed,Process
2025,Marketing,Reporting Failure,Low,2025-04-19,DevOps,60,48,Closed,System
2026,Operations,Reporting Failure,Critical,2025-04-14,Analytics Team,12,36,Closed,Automation
2027,Marketing,Reporting Failure,Low,2025-01-01,Analytics Team,21,12,Closed,Automation
2028,Engineering,Access Issue,Low,2025-04-19,DataOps,16,8,Closed,Reporting
2029,HR,Permission Issue,Medium,2025-01-19,DataOps,59,24,Closed,System
2030,Engineering,System Bug,Medium,2025-04-30,IT Support,70,12,Closed,System
2031,HR,Data Error,Critical,2025-02-21,Analytics Team,10,24,Closed,System
2032,Operations,System Bug,Critical,2025-02-05,DataOps,6,12,Closed,System
2033,Engineering,Data Error,Critical,2025-03-01,Analytics Team,41,24,Closed,System
2034,Engineering,Data Error,Low,2025-02-05,DevOps,21,48,Open,Process
2035,HR,Reporting Failure,Critical,2025-04-12,Analytics Team,58,12,Closed,System
2036,Marketing,Workflow Delay,Low,2025-01-16,DevOps,66,24,Closed,Reporting
2037,Operations,Access Issue,High,2025-01-05,Analytics Team,52,36,Closed,User Access
2038,Customer Support,Reporting Failure,High,2025-01-11,IT Support,19,24,Closed,Process
2039,HR,Access Issue,Medium,2025-04-19,IT Support,32,48,Closed,User Access
2040,Marketing,Permission Issue,Critical,2025-01-28,IT Support,72,48,Closed,Automation
2041,Compliance,System Bug,Medium,2025-03-07,IT Support,39,12,Closed,Process
2042,Customer Support,Reporting Failure,Medium,2025-04-22,IT Support,27,36,Closed,Process
2043,Finance,Access Issue,Medium,2025-03-24,Process Team,34,24,Open,Process
2044,Engineering,Permission Issue,High,2025-02-09,IT Support,28,36,Open,User Access
2045,Compliance,System Bug,Medium,2025-02-13,Analytics Team,65,36,Closed,Reporting
2046,Engineering,Permission Issue,Low,2025-02-15,Analytics Team,44,12,Closed,User Access
2047,Finance,Permission Issue,High,2025-03-03,IT Support,33,36,Closed,Process
2048,HR,Permission Issue,Low,2025-03-06,Process Team,11,48,Closed,Process
2049,HR,Workflow Delay,Medium,2025-04-07,DataOps,59,24,Open,Reporting
2050,Engineering,Permission Issue,Medium,2025-01-01,IT Support,13,8,Closed,User Access
2051,Finance,Permission Issue,Medium,2025-01-14,IT Support,57,12,Open,System
2052,Finance,Reporting Failure,Medium,2025-01-31,DevOps,24,8,Closed,Process
2053,Sales,Permission Issue,High,2025-03-10,DataOps,57,48,Closed,User Access
2054,Operations,Access Issue,Critical,2025-01-18,Process Team,14,12,Open,Process
2055,Engineering,Workflow Delay,Low,2025-03-29,Analytics Team,64,24,Closed,Automation
2056,Sales,Permission Issue,Low,2025-01-23,Process Team,48,8,Open,Reporting
2057,Finance,System Bug,High,2025-02-23,DevOps,55,12,Closed,System
2058,HR,Reporting Failure,High,2025-04-20,Process Team,3,36,Closed,User Access
2059,HR,Workflow Delay,Low,2025-04-08,Analytics Team,16,36,Closed,Process
2060,HR,Data Error,Critical,2025-03-31,DataOps,72,48,Closed,Process
2061,Customer Support,Access Issue,High,2025-02-23,Analytics Team,24,48,Closed,User Access
2062,Engineering,System Bug,Low,2025-04-26,Process Team,21,48,Open,Process
2063,Customer Support,Permission Issue,Critical,2025-01-21,Analytics Team,10,8,Closed,Automation
2064,Engineering,System Bug,High,2025-04-07,Process Team,35,8,Closed,Automation
2065,Customer Support,Access Issue,Low,2025-03-11,DataOps,34,48,Closed,Automation
2066,Finance,Reporting Failure,Medium,2025-02-22,DevOps,3,24,Closed,System
2067,Customer Support,Permission Issue,High,2025-04-23,Process Team,34,48,Closed,User Access
2068,Engineering,Integration Error,Critical,2025-02-02,Analytics Team,39,36,Closed,Reporting
2069,Customer Support,Workflow Delay,Medium,2025-03-14,DataOps,52,12,Open,User Access
2070,Marketing,Integration Error,Critical,2025-05-01,DevOps,63,12,Closed,System
2071,Marketing,Workflow Delay,High,2025-04-11,DataOps,49,8,Open,User Access
2072,Operations,Permission Issue,Critical,2025-01-12,Process Team,3,24,Closed,Reporting
2073,Compliance,Reporting Failure,Critical,2025-03-02,Analytics Team,44,12,Closed,System
2074,Finance,Access Issue,Low,2025-02-09,Process Team,7,36,Open,User Access
2075,Finance,Reporting Failure,Critical,2025-04-19,IT Support,30,36,Closed,Automation
2076,Sales,System Bug,Low,2025-03-05,Analytics Team,38,8,Open,User Access
2077,Customer Support,Workflow Delay,High,2025-01-22,DevOps,26,12,Closed,Reporting
2078,Finance,System Bug,Medium,2025-04-20,Analytics Team,8,8,Open,Automation
2079,Compliance,System Bug,High,2025-01-10,DevOps,24,24,Open,User Access
2080,Compliance,Integration Error,Medium,2025-01-17,Analytics Team,13,36,Closed,User Access
2081,Engineering,Access Issue,Critical,2025-04-18,IT Support,49,12,Closed,Automation
2082,Engineering,Integration Error,Low,2025-04-02,IT Support,30,8,Closed,User Access
2083,Operations,Permission Issue,Critical,2025-03-16,Process Team,46,36,Closed,Reporting
2084,Engineering,Integration Error,High,2025-01-13,Analytics Team,49,12,Closed,System
2085,Finance,Data Error,High,2025-04-20,DataOps,7,8,Closed,Process
2086,Customer Support,Access Issue,High,2025-04-01,Process Team,17,12,Closed,Automation
2087,Marketing,Integration Error,High,2025-01-07,Process Team,53,24,Closed,System
2088,Engineering,Reporting Failure,Low,2025-03-15,DevOps,30,8,Closed,Process
2089,HR,Permission Issue,High,2025-04-24,Analytics Team,45,48,Closed,System
2090,Sales,Workflow Delay,Medium,2025-04-02,IT Support,31,8,Open,System
2091,Finance,Access Issue,Medium,2025-04-28,Process Team,43,24,Closed,Process
2092,Customer Support,Integration Error,Medium,2025-01-30,DevOps,21,8,Closed,Reporting
2093,Compliance,System Bug,Low,2025-03-05,IT Support,46,12,Closed,System
2094,HR,Data Error,High,2025-04-16,DataOps,36,48,Closed,Reporting
2095,Engineering,Data Error,Low,2025-03-30,Analytics Team,52,8,Closed,Process
2096,Customer Support,Reporting Failure,Medium,2025-03-05,Process Team,68,48,Closed,Reporting
2097,Compliance,Integration Error,Medium,2025-03-06,DevOps,37,24,Closed,User Access
2098,Finance,Integration Error,Low,2025-01-14,DevOps,14,8,Closed,Automation
2099,Compliance,Workflow Delay,Medium,2025-04-20,DataOps,44,12,Closed,System
2100,Operations,Access Issue,Critical,2025-03-27,IT Support,10,8,Closed,User Access
2101,Operations,Data Error,High,2025-01-10,DataOps,58,24,Closed,Process
2102,Customer Support,System Bug,Medium,2025-03-30,Analytics Team,50,8,Closed,User Access
2103,Compliance,System Bug,High,2025-03-14,DevOps,12,36,Closed,Automation
2104,HR,System Bug,Critical,2025-02-16,IT Support,42,48,Open,System
2105,Sales,Workflow Delay,Low,2025-01-04,DevOps,33,36,Open,Reporting
2106,Finance,System Bug,High,2025-01-07,DevOps,33,36,Closed,User Access
2107,Operations,System Bug,Low,2025-01-14,Analytics Team,71,36,Closed,System
2108,Customer Support,Reporting Failure,Low,2025-02-15,DevOps,23,12,Closed,Automation
2109,Customer Support,System Bug,Low,2025-03-30,DevOps,57,48,Closed,Process
2110,Customer Support,Workflow Delay,High,2025-01-02,Analytics Team,2,48,Closed,Reporting
2111,Marketing,Reporting Failure,High,2025-04-21,IT Support,8,36,Closed,User Access
2112,Marketing,Integration Error,Medium,2025-01-31,IT Support,12,8,Open,System
2113,Marketing,Access Issue,Critical,2025-04-28,DataOps,48,12,Open,Process
2114,HR,Reporting Failure,Medium,2025-04-07,Process Team,22,48,Closed,Process
2115,Engineering,Reporting Failure,High,2025-02-17,DataOps,32,36,Open,Reporting
2116,HR,Permission Issue,Critical,2025-01-11,DevOps,57,36,Closed,User Access
2117,Compliance,Data Error,High,2025-04-18,Analytics Team,44,24,Closed,Automation
2118,Sales,System Bug,Critical,2025-01-31,Analytics Team,9,24,Closed,Reporting
2119,Marketing,Integration Error,Medium,2025-01-21,Analytics Team,48,24,Closed,Automation
2120,Operations,System Bug,Medium,2025-03-03,DevOps,39,24,Closed,Process
2121,Operations,Integration Error,Medium,2025-01-10,Process Team,12,24,Closed,Process
2122,HR,System Bug,Low,2025-01-30,Analytics Team,28,24,Closed,Reporting
2123,Marketing,Permission Issue,Critical,2025-02-24,DataOps,34,12,Closed,Process
2124,Customer Support,System Bug,High,2025-03-31,DataOps,43,24,Closed,Reporting
2125,Sales,System Bug,Medium,2025-01-16,DevOps,17,36,Closed,System
2126,Customer Support,Access Issue,Medium,2025-02-02,Analytics Team,67,36,Open,Process
2127,Marketing,Permission Issue,Low,2025-01-20,Process Team,61,36,Closed,Process
2128,Operations,Data Error,Critical,2025-01-21,Process Team,35,8,Closed,Process
2129,Operations,Integration Error,High,2025-02-03,IT Support,69,24,Closed,User Access
2130,Marketing,Access Issue,Low,2025-04-04,Process Team,39,48,Closed,System
2131,Customer Support,Permission Issue,Low,2025-02-17,Analytics Team,27,24,Open,System
2132,Sales,Workflow Delay,Medium,2025-01-10,DevOps,18,48,Closed,System
2133,Finance,Reporting Failure,Low,2025-02-20,Process Team,43,48,Closed,Process
2134,Operations,Data Error,Low,2025-04-23,DataOps,9,24,Open,Process
2135,Sales,Access Issue,High,2025-04-10,DataOps,25,36,Closed,Process
2136,Compliance,Permission Issue,Medium,2025-03-31,Analytics Team,16,12,Closed,System
2137,HR,Integration Error,Low,2025-01-24,Analytics Team,70,24,Closed,User Access
2138,Operations,Workflow Delay,Low,2025-04-24,Process Team,54,48,Open,User Access
2139,Marketing,Workflow Delay,Critical,2025-03-29,IT Support,42,36,Closed,Process
2140,Operations,Workflow Delay,Low,2025-04-13,Process Team,51,48,Closed,Reporting
2141,HR,Access Issue,Critical,2025-02-20,DataOps,70,48,Closed,User Access
2142,Marketing,Reporting Failure,Critical,2025-03-18,DevOps,72,48,Closed,User Access
2143,Finance,Access Issue,Critical,2025-04-17,IT Support,32,48,Open,System
2144,Finance,Permission Issue,Medium,2025-02-18,DataOps,14,12,Open,Automation
2145,Operations,Data Error,Low,2025-03-02,IT Support,40,8,Closed,System
2146,Compliance,Permission Issue,Critical,2025-04-10,Analytics Team,46,24,Closed,System
2147,Compliance,Workflow Delay,High,2025-01-02,IT Support,11,8,Closed,Automation
2148,Marketing,Permission Issue,Low,2025-01-21,DataOps,55,48,Open,Reporting
2149,Engineering,Permission Issue,Low,2025-02-24,IT Support,47,36,Closed,Reporting
2150,Operations,System Bug,Critical,2025-01-01,Analytics Team,53,8,Closed,Process
2151,Finance,Access Issue,Low,2025-03-30,DataOps,7,8,Closed,User Access
2152,Compliance,Reporting Failure,High,2025-03-13,Process Team,11,12,Closed,System
2153,Compliance,Permission Issue,Medium,2025-02-12,Process Team,38,8,Open,Reporting
2154,Sales,Workflow Delay,Medium,2025-03-28,DevOps,29,12,Closed,Automation
2155,HR,Data Error,Low,2025-03-03,Analytics Team,15,24,Closed,System
2156,Sales,Workflow Delay,Medium,2025-03-27,Analytics Team,26,8,Open,System
2157,Customer Support,Workflow Delay,Low,2025-03-23,IT Support,72,12,Closed,Reporting
2158,Finance,System Bug,Critical,2025-02-26,IT Support,50,36,Closed,User Access
2159,Compliance,Data Error,High,2025-02-21,IT Support,50,48,Closed,Process
2160,Finance,Access Issue,Low,2025-02-26,DataOps,67,36,Closed,System
2161,Compliance,Workflow Delay,High,2025-02-09,Process Team,47,8,Closed,System
2162,Compliance,Permission Issue,Medium,2025-02-02,Process Team,6,8,Closed,Reporting
2163,Operations,Reporting Failure,High,2025-01-06,DevOps,15,48,Closed,Process
2164,Compliance,Workflow Delay,Low,2025-02-06,DataOps,32,24,Closed,Automation
2165,HR,Integration Error,High,2025-04-19,DataOps,48,24,Open,Automation
2166,Sales,Reporting Failure,Low,2025-02-08,Process Team,18,36,Closed,System
2167,Engineering,System Bug,Low,2025-03-01,DataOps,55,12,Closed,Automation
2168,Finance,System Bug,Medium,2025-01-23,Process Team,6,12,Closed,Process
2169,Finance,Integration Error,Medium,2025-02-25,DataOps,30,48,Closed,Automation
2170,Finance,Permission Issue,Medium,2025-03-10,DataOps,21,36,Closed,Automation
2171,Engineering,Workflow Delay,High,2025-04-02,Analytics Team,51,12,Closed,User Access
2172,Marketing,Permission Issue,Critical,2025-01-22,Analytics Team,57,24,Closed,Process
2173,Finance,Access Issue,Low,2025-02-19,DataOps,15,48,Open,System
2174,Compliance,Permission Issue,Medium,2025-03-15,IT Support,42,8,Closed,Process
2175,Compliance,System Bug,Medium,2025-02-19,Analytics Team,69,8,Open,Process
2176,HR,Integration Error,Low,2025-01-15,DataOps,41,48,Closed,Reporting
2177,Finance,Workflow Delay,Medium,2025-01-11,DevOps,17,12,Open,System
2178,Marketing,Integration Error,Critical,2025-04-14,DevOps,68,24,Closed,User Access
2179,Operations,Integration Error,High,2025-03-13,DevOps,29,24,Closed,Automation
2180,Customer Support,Permission Issue,Critical,2025-04-22,DevOps,67,24,Closed,User Access
2181,Marketing,System Bug,High,2025-03-12,Analytics Team,34,8,Closed,User Access
2182,HR,Workflow Delay,High,2025-01-17,DataOps,27,8,Closed,Automation
2183,Customer Support,Integration Error,Critical,2025-04-22,IT Support,69,24,Closed,Reporting
2184,Operations,Permission Issue,Critical,2025-03-16,Analytics Team,63,36,Closed,System
2185,HR,Reporting Failure,Critical,2025-03-28,Analytics Team,39,8,Closed,System
2186,Compliance,Workflow Delay,Critical,2025-02-19,Process Team,21,36,Closed,Automation
2187,Marketing,Permission Issue,High,2025-02-15,Process Team,66,48,Closed,Process
2188,Customer Support,Integration Error,High,2025-04-01,DataOps,25,8,Closed,Process
2189,Sales,Permission Issue,Low,2025-02-27,DevOps,42,48,Open,System
2190,Finance,Data Error,Low,2025-02-27,DevOps,32,48,Closed,User Access
2191,Engineering,Workflow Delay,Low,2025-03-05,Process Team,38,24,Closed,Process
2192,Engineering,System Bug,Low,2025-04-01,IT Support,38,24,Closed,Reporting
2193,Finance,Data Error,Low,2025-04-13,Process Team,3,8,Closed,System
2194,Operations,Reporting Failure,High,2025-01-08,Process Team,37,24,Open,System
2195,Operations,Permission Issue,Low,2025-02-03,IT Support,15,24,Closed,System
2196,Operations,Data Error,Low,2025-03-17,DevOps,28,24,Closed,System
2197,Sales,Access Issue,Low,2025-01-28,DevOps,48,12,Closed,Automation
2198,Sales,System Bug,Low,2025-04-28,DevOps,43,12,Open,Automation
2199,Finance,Permission Issue,Critical,2025-03-06,Process Team,21,48,Closed,User Access
2200,Operations,Workflow Delay,Low,2025-04-30,DataOps,71,8,Closed,Reporting
2201,Engineering,Permission Issue,Medium,2025-02-10,DataOps,44,12,Open,Reporting
2202,Compliance,System Bug,Low,2025-01-15,DevOps,27,8,Closed,System
2203,Marketing,Data Error,Medium,2025-05-01,DevOps,13,8,Closed,Automation
2204,Sales,Access Issue,Low,2025-02-04,DevOps,13,36,Closed,User Access
2205,Compliance,Access Issue,Low,2025-04-03,DevOps,42,48,Closed,Automation
2206,Compliance,Workflow Delay,Low,2025-01-02,IT Support,33,8,Open,User Access
2207,Marketing,Integration Error,Low,2025-04-18,IT Support,53,36,Closed,System
2208,Finance,Permission Issue,Critical,2025-03-22,Analytics Team,29,12,Closed,Reporting
2209,Marketing,Permission Issue,Critical,2025-02-21,DevOps,58,48,Closed,Process
2210,Marketing,Data Error,High,2025-03-21,IT Support,22,24,Closed,System
2211,Customer Support,System Bug,Low,2025-03-09,Process Team,45,12,Closed,Automation
2212,Compliance,Data Error,Critical,2025-02-13,DataOps,36,48,Open,Automation
2213,HR,Workflow Delay,High,2025-01-28,DataOps,21,12,Closed,Automation
2214,Operations,Data Error,Critical,2025-02-24,Analytics Team,33,8,Closed,Reporting
2215,HR,Integration Error,Critical,2025-02-26,Analytics Team,32,8,Open,Automation
2216,Sales,Reporting Failure,High,2025-01-30,Analytics Team,55,12,Closed,Reporting
2217,Sales,Access Issue,Medium,2025-03-07,DevOps,11,36,Closed,Reporting
2218,Marketing,Reporting Failure,Critical,2025-03-16,DevOps,3,8,Closed,Reporting
2219,Customer Support,Reporting Failure,Critical,2025-04-23,Analytics Team,11,8,Closed,Reporting
2220,Operations,Workflow Delay,Medium,2025-02-25,Analytics Team,49,24,Closed,System
2221,Sales,Reporting Failure,Medium,2025-02-05,Process Team,52,36,Closed,System
2222,Customer Support,System Bug,High,2025-01-07,DataOps,70,36,Closed,Process
2223,Customer Support,Workflow Delay,Critical,2025-04-26,DataOps,4,24,Closed,User Access
2224,Finance,Access Issue,Critical,2025-03-13,IT Support,67,48,Closed,Reporting
2225,Marketing,Integration Error,Medium,2025-02-19,Analytics Team,66,48,Closed,Automation
2226,Operations,Data Error,Medium,2025-01-04,DevOps,31,48,Open,Reporting
2227,Finance,Permission Issue,High,2025-04-02,Process Team,6,12,Open,Automation
2228,Compliance,Permission Issue,Medium,2025-03-01,DataOps,63,12,Closed,Automation
2229,Sales,Workflow Delay,Medium,2025-04-23,DevOps,41,36,Closed,System
2230,Compliance,System Bug,High,2025-04-26,Analytics Team,33,12,Closed,System
2231,Finance,Data Error,High,2025-01-08,DevOps,72,8,Open,System
2232,Engineering,Reporting Failure,High,2025-04-12,Analytics Team,71,8,Closed,System
2233,Finance,Access Issue,High,2025-04-11,Process Team,41,8,Closed,Automation
2234,Compliance,Workflow Delay,Critical,2025-01-19,Analytics Team,41,48,Closed,Automation
2235,Operations,Workflow Delay,Low,2025-03-14,Process Team,30,24,Closed,Reporting
2236,Customer Support,Reporting Failure,Medium,2025-04-11,DevOps,33,24,Closed,User Access
2237,HR,Access Issue,Medium,2025-03-26,Analytics Team,7,24,Closed,Automation
2238,Customer Support,Reporting Failure,Critical,2025-03-23,Analytics Team,7,8,Open,Automation
2239,Engineering,Integration Error,Medium,2025-05-01,IT Support,22,36,Closed,Automation
2240,Operations,Permission Issue,Medium,2025-02-24,DataOps,21,48,Closed,System
2241,Sales,Reporting Failure,Low,2025-02-15,Process Team,37,8,Closed,User Access
2242,Compliance,Reporting Failure,Low,2025-01-17,DataOps,44,12,Closed,Reporting
2243,Sales,Workflow Delay,Medium,2025-03-06,Analytics Team,49,48,Open,User Access
2244,Customer Support,Reporting Failure,Medium,2025-01-06,IT Support,64,48,Closed,User Access
2245,HR,Integration Error,Medium,2025-01-29,Analytics Team,14,36,Open,Automation
2246,Finance,Permission Issue,Medium,2025-03-05,DataOps,7,36,Closed,System
2247,Marketing,Reporting Failure,High,2025-01-28,Process Team,62,8,Open,User Access
2248,HR,Reporting Failure,Medium,2025-03-05,DataOps,25,36,Closed,Automation
2249,Finance,Data Error,Critical,2025-03-12,DataOps,41,48,Closed,Automation
2250,Finance,Reporting Failure,High,2025-04-28,DevOps,58,24,Open,Reporting
2251,Operations,Permission Issue,High,2025-01-06,Analytics Team,1,8,Open,Automation
2252,Customer Support,Permission Issue,High,2025-01-16,DataOps,30,12,Closed,Process
2253,Customer Support,Workflow Delay,Low,2025-03-26,DevOps,51,48,Open,User Access
2254,Finance,Access Issue,Medium,2025-04-05,DevOps,66,12,Closed,System
2255,HR,Permission Issue,Medium,2025-03-04,IT Support,18,48,Closed,Automation
2256,Operations,Data Error,Critical,2025-03-23,IT Support,69,24,Closed,User Access
2257,Finance,Permission Issue,Low,2025-01-21,DataOps,60,12,Closed,Automation
2258,Customer Support,Workflow Delay,Critical,2025-01-01,IT Support,26,48,Closed,Reporting
2259,Compliance,Access Issue,Low,2025-03-20,Analytics Team,8,12,Closed,Process
2260,HR,Permission Issue,Critical,2025-02-21,DataOps,23,12,Closed,System
2261,Marketing,Workflow Delay,Medium,2025-03-10,IT Support,45,36,Open,Process
2262,Engineering,Workflow Delay,Low,2025-02-10,IT Support,29,36,Closed,User Access
2263,Marketing,Permission Issue,High,2025-03-15,DataOps,2,8,Closed,System
2264,Engineering,Reporting Failure,Critical,2025-04-18,Analytics Team,58,12,Open,Reporting
2265,HR,Integration Error,Critical,2025-04-13,DevOps,1,48,Closed,Process
2266,Finance,Access Issue,Medium,2025-01-19,DataOps,31,8,Closed,System
2267,Engineering,Reporting Failure,Low,2025-02-26,IT Support,67,36,Closed,Reporting
2268,Operations,Access Issue,Medium,2025-02-19,DevOps,53,36,Closed,Process
2269,Engineering,Reporting Failure,High,2025-04-02,DataOps,34,36,Closed,System
2270,Engineering,Data Error,Medium,2025-01-31,DataOps,14,24,Open,Process
2271,Engineering,Reporting Failure,Critical,2025-04-26,IT Support,69,12,Closed,User Access
2272,Sales,Permission Issue,Critical,2025-03-28,DataOps,31,24,Closed,Process
2273,Compliance,Integration Error,High,2025-03-26,Analytics Team,16,36,Closed,Process
2274,Sales,System Bug,Critical,2025-03-07,IT Support,64,48,Closed,System
2275,Operations,System Bug,Critical,2025-02-05,Process Team,43,24,Closed,Automation
2276,Sales,System Bug,High,2025-01-03,IT Support,56,8,Open,Process
2277,Compliance,Workflow Delay,Medium,2025-04-03,Process Team,3,48,Closed,Process
2278,Sales,System Bug,Medium,2025-02-17,DataOps,10,48,Closed,System
2279,Compliance,Reporting Failure,High,2025-01-21,Process Team,26,36,Closed,User Access
2280,Finance,System Bug,Medium,2025-03-16,Process Team,3,24,Open,Process
2281,Engineering,Access Issue,Critical,2025-01-04,DevOps,14,48,Closed,User Access
2282,Finance,Permission Issue,High,2025-04-25,Process Team,71,36,Closed,User Access
2283,Operations,Integration Error,Critical,2025-04-17,IT Support,49,24,Open,System
2284,Sales,Reporting Failure,Critical,2025-01-04,DataOps,9,24,Closed,Automation
2285,Sales,Integration Error,High,2025-01-19,DevOps,52,8,Closed,Reporting
2286,Customer Support,Reporting Failure,Low,2025-03-17,DevOps,72,12,Closed,System
2287,Compliance,Data Error,High,2025-03-23,Analytics Team,37,48,Closed,Automation
2288,Engineering,Permission Issue,Medium,2025-04-28,Process Team,25,36,Open,Reporting
2289,Engineering,System Bug,High,2025-01-17,DevOps,71,8,Open,Automation
2290,Compliance,System Bug,Low,2025-04-21,IT Support,36,36,Closed,User Access
2291,Sales,Access Issue,High,2025-02-17,IT Support,47,48,Closed,Reporting
2292,Marketing,Data Error,Critical,2025-01-18,DataOps,52,36,Closed,User Access
2293,Sales,System Bug,High,2025-03-11,DevOps,48,24,Open,User Access
2294,HR,System Bug,Low,2025-01-17,IT Support,35,24,Open,Reporting
2295,Operations,Data Error,High,2025-02-22,DataOps,7,48,Open,Reporting
2296,Marketing,Access Issue,Critical,2025-01-28,DataOps,23,48,Closed,User Access
2297,Customer Support,Access Issue,Low,2025-02-12,IT Support,15,36,Closed,System
2298,Operations,Reporting Failure,Low,2025-02-18,Process Team,69,24,Closed,Process
2299,Marketing,Reporting Failure,High,2025-03-10,DataOps,55,12,Closed,System
2300,Finance,Workflow Delay,Low,2025-01-30,Analytics Team,45,8,Closed,Automation
2301,Marketing,Workflow Delay,Low,2025-03-11,Analytics Team,35,48,Closed,Process
2302,Marketing,System Bug,Low,2025-04-03,IT Support,27,24,Closed,Automation
2303,Sales,Access Issue,Critical,2025-03-23,Analytics Team,13,24,Closed,User Access
2304,Engineering,System Bug,Medium,2025-03-03,IT Support,8,48,Closed,System
2305,Customer Support,Integration Error,High,2025-04-18,Analytics Team,65,12,Closed,Automation
2306,Marketing,Data Error,Medium,2025-03-26,DevOps,49,24,Closed,Automation
2307,Compliance,Workflow Delay,Medium,2025-04-09,Analytics Team,36,36,Closed,User Access
2308,Customer Support,Workflow Delay,Low,2025-03-19,DataOps,50,36,Closed,Reporting
2309,Compliance,Reporting Failure,Low,2025-01-30,DevOps,69,24,Closed,System
2310,Customer Support,Reporting Failure,Medium,2025-01-13,Process Team,61,48,Open,User Access
2311,Finance,Data Error,High,2025-02-08,DataOps,45,8,Closed,User Access
2312,Marketing,Reporting Failure,Low,2025-03-17,IT Support,72,36,Closed,Automation
2313,Sales,Permission Issue,Critical,2025-01-24,DataOps,12,8,Closed,Reporting
2314,Marketing,System Bug,Low,2025-04-04,Process Team,71,8,Closed,Process
2315,Customer Support,Permission Issue,High,2025-04-18,Process Team,37,24,Open,User Access
2316,HR,System Bug,Low,2025-04-11,Analytics Team,10,8,Closed,User Access
2317,Sales,System Bug,Medium,2025-02-06,Analytics Team,13,12,Open,User Access
2318,Marketing,Integration Error,Low,2025-03-08,Analytics Team,14,8,Open,Reporting
2319,Finance,Access Issue,Critical,2025-04-01,IT Support,60,8,Closed,Process
2320,Operations,System Bug,Medium,2025-04-19,Analytics Team,67,24,Open,Reporting
2321,HR,Access Issue,Medium,2025-04-14,Analytics Team,47,48,Closed,Reporting
2322,Compliance,Integration Error,Critical,2025-01-24,Analytics Team,62,24,Open,System
2323,Operations,System Bug,Critical,2025-01-03,IT Support,41,12,Open,Reporting
2324,Operations,Integration Error,Low,2025-01-04,DataOps,68,12,Open,Automation
2325,Engineering,Workflow Delay,Critical,2025-04-17,DevOps,37,48,Closed,System
2326,HR,Workflow Delay,Critical,2025-02-23,IT Support,4,48,Closed,User Access
2327,Finance,Permission Issue,Critical,2025-04-25,IT Support,36,12,Closed,Automation
2328,Finance,System Bug,Medium,2025-03-22,DevOps,15,8,Closed,Reporting
2329,HR,System Bug,High,2025-03-14,DevOps,43,48,Closed,Reporting
2330,Engineering,System Bug,Low,2025-04-12,DataOps,33,48,Open,User Access
2331,Operations,Reporting Failure,High,2025-04-07,IT Support,46,36,Open,Reporting
2332,Finance,Reporting Failure,Low,2025-01-22,Process Team,23,12,Closed,Process
2333,Sales,Workflow Delay,High,2025-03-15,DataOps,48,8,Open,User Access
2334,Customer Support,Access Issue,High,2025-03-11,Process Team,35,24,Closed,Automation
2335,Operations,Permission Issue,High,2025-03-10,Analytics Team,50,12,Closed,User Access
2336,Compliance,Workflow Delay,High,2025-04-18,Analytics Team,64,24,Closed,Automation
2337,Marketing,Workflow Delay,Medium,2025-01-23,DataOps,43,48,Closed,Automation
2338,Compliance,System Bug,High,2025-04-28,Analytics Team,24,8,Closed,User Access
2339,Finance,Access Issue,High,2025-02-19,Analytics Team,16,8,Open,Process
2340,Finance,Workflow Delay,High,2025-01-14,Process Team,34,36,Open,User Access
2341,Customer Support,Workflow Delay,Critical,2025-02-17,DevOps,55,24,Closed,System
2342,Marketing,Access Issue,Low,2025-02-28,IT Support,51,12,Closed,User Access
2343,HR,Integration Error,High,2025-03-25,DataOps,55,36,Closed,Process
2344,Sales,System Bug,High,2025-04-10,DataOps,20,12,Closed,System
2345,Finance,Access Issue,High,2025-02-08,Process Team,46,8,Closed,Reporting
2346,Engineering,Reporting Failure,Low,2025-01-24,DataOps,48,48,Closed,Process
2347,Engineering,Workflow Delay,Critical,2025-02-12,Process Team,30,24,Open,Process
2348,Compliance,Access Issue,Critical,2025-01-07,IT Support,48,48,Open,Automation
2349,Engineering,Integration Error,Critical,2025-04-20,Process Team,67,36,Closed,System
2350,Customer Support,System Bug,High,2025-03-30,Process Team,64,48,Open,Automation
2351,Operations,Integration Error,Low,2025-01-17,Process Team,22,8,Closed,User Access
2352,Compliance,Data Error,Low,2025-04-02,Process Team,54,24,Closed,Process
2353,Engineering,Access Issue,High,2025-01-07,DataOps,23,48,Closed,User Access
2354,Finance,Integration Error,Critical,2025-01-26,IT Support,36,12,Closed,User Access
2355,Finance,System Bug,Critical,2025-03-21,Process Team,4,12,Open,Reporting
2356,HR,Permission Issue,Critical,2025-02-16,Analytics Team,20,8,Closed,Reporting
2357,Finance,Integration Error,High,2025-01-22,Process Team,12,8,Closed,User Access
2358,Engineering,Integration Error,Medium,2025-01-20,DevOps,47,12,Closed,User Access
